task_id,text,department_id,employee_id,status,priority,estimated_time
266,"Зрители реалити-шоу «Золотая молодежь Челси» (Made in Chelsea) пришли в недоумение после сцены в душе, где у участников Сэма Томпсона и Софи Хэббу якобы случился секс. Они упрекнули создателей в демонстрации порнографии, отметив, что без этого эпизода вполне можно было обойтись.",13,206,success,high,23
267,"Концептуальное проектирование АПЛ (атомной подлодки) пятого поколения «Хаски» завершено, сообщил «Известиям» глава ОСК (Объединенной судостроительной корпорации) Алексей Рахманов. «Сейчас ведется разработка тактико-технических характеристик новой лодки. Остальное про ""Хаски"" — пока военная тайна», — сказал он.",17,39,success,low,4
268,"Личный адвокат президента США Майкл Коэн получил секретный платеж в размере 400 тысяч долларов за организацию встречи Дональда Трампа с его украинским коллегой Петром Порошенко. Об этом сообщает BBC News со ссылкой на источники в Киеве. По сведениям источников, оплата была произведена через посредников.",15,46,in progress,medium,37
269,"В приложении Google для Android-устройств нашли необычный баг, позволяющий прочитать последнее SMS-сообщение. Владелец смартфона Google Pixel 2 XL заявил, что каждый раз при вводе в поисковую строку запроса «the1975..com» в результатах он видит последние текстовые сообщения на его смартфоне.",13,94,success,high,15
270,"Бойцы ВСУ будут использовать предоставленные США противотанковые ракетные комплексы Javelin в зоне боевых действий в Донбассе только в случае «наступления подконтрольных России боевиков», сказал президент Украины Петр Порошенко. Он отметил, что Javelin станет дополнительным фактором сдерживания «российской агрессии».",21,141,in progress,high,22
271,"Нападающий мадридского «Реала» Криштиану Роналду назван самым популярным спортсменом мира по итогам исследования, проведенного ESPN. Второе место занял баскетболист Леброн Джеймс («Кливленд Кавальерс»), третье — футболист «Барселоны» Лионель Месси, четвертое — футболист ПСЖ Неймар, пятое — теннисист Роджер Федерер.",9,208,in progress,high,10
272,"Российская прыгунья в высоту Мария Ласицкене одержала 40-ю победу подряд, выиграв этап Бриллиантовой лиги в Риме. Ласицкене взяла высоту 1,97 метра и обеспечила себе первое место. Второе место заняла болгарская спортсменка Мирела Демирева (1,94 метра). На третьем месте расположилась итальянка Елена Валлортигара (1,94).",9,208,in progress,low,7
273,"Более 100 жителей Киева перекрыли проспект Григоренко в четверг вечером после ДТП, в котором пострадал 13-летний ребенок. По утверждению очевидцев, пересекавшего пешеходный переход мальчика на велосипеде сбил автомобиль из кортежа президента Петра Порошенко, в администрации главы государства эту информацию опровергли.",21,125,success,medium,6
274,"Sberbank CIB принял решение уволить нефтегазового аналитика Александра Фэка за отчет о неэффективном менеджменте «Газпрома». Об этом заявил сам Фэк и подтвердил инвестбанк, сославшись на нормы и внутренние правила компании, требующей соблюдения жестких процедур комплаенса.",14,133,in progress,low,12
275,"Президент России Владимир Путин предложил подумать об увеличении численности состава пожарных служб после трагедии в Кемерово. Об этом он заявил во время встречи с бизнес-омбудсменом Борисом Титовым. Кроме того, он поддержал идею бизнес-омбудсмена о введении механизма обязательных противопожарных деклараций для ТЦ.",5,22,success,high,23
276,"Яхту Саддама Хусейна Basrah Breeze («Бриз Басры») не смогли продать и превратили в отель. В 2010 году Ирак вернул яхту диктатора на родину и выставил на торги за 30 миллионов долларов. В течение нескольких лет на оснащенную всеми удобствами лодку не находилось покупателя, и в итоге правительство сделало из нее отель.",11,150,success,medium,24
277,"В Москве оперативники МВД задержали бывшего мэра Ялты Андрея Ростенко. Как рассказал «Ленте.ру» источник в правоохранительных органах, это было сделано в рамках ранее возбужденного уголовного дела о злоупотреблении должностными полномочиями. В настоящий момент решается вопрос о предъявлении ему обвинения.",18,175,in progress,low,11
278,"Следственный комитет по Москве начал проверку по факту возможного применения сотрудниками полиции физической силы в отношении молодого человека с аутизмом. Следователи отреагировали на сообщения СМИ о том, что в отношении инвалида применялись спецсредства, а родственника задержанного «вывели на улицу».",18,153,success,low,7
279,Правительство России поручило Минфину проработать вопрос о снижении акцизов на автомобильное топливо. В ходе совещания у вице-премьера Дмитрия Козака было принято решение о снижении акцизов для бензина на три тысячи рублей за тонну и две тысячи — для дизельного топлива.,14,152,success,high,15
280,"Президент омского «Авангарда» Максим Сушинский сообщил, что клубу не удалось подписать на один матч нападающего Яромира Ягра для того, чтобы он завершил карьеру в омской команде. Сушинский рассказал, что Континентальная хоккейная лига ввела новое положение, запретив подписывать игроков на один матч.",9,202,in progress,medium,11
281,Санкт-петербургский клуб Континентальной хоккейной лиги (КХЛ) СКА объявил об уходе главного тренера команды Олега Знарка со своего поста. Руководство СКА поблагодарило Знарка за проделанную работу и пожелало успехов в дальнейшей карьере. Вместе со Знарком команды покинули тренеры Харийс Витолиньш и Владимир Федосов.,9,202,success,high,21
282,"Перспективный российский многофункциональный истребитель пятого поколения Су-57 не имеет мировых аналогов и о нем не могут судить «дилетанты из СМИ», поскольку его «ноу-хау являются тайной», о которых знают лишь «профессионалы, испытатели, военное руководство страны», заявил летчик-испытатель Магомед Толбоев.",17,11,success,medium,12
283,"В австралийском городе Дирранбанди, штат Квинсленд, фермеры присоединились к погоне за вооруженными бандитами. На помощь полиции приехали около десяти фермеров на грузовиках, пикапах и других транспортных средствах. Кроме того, в воздух подняли вертолет, обычно используемый для опрыскивания посевов.",10,91,in progress,low,37
284,"Правозащитная организация Human Rights Watch призвала к политическому бойкоту матча-открытия чемпионата мира по футболу в России. Исполнительный директор организации Кеннет Рот заявил, что мировые лидеры не должны сидеть вместе с Владимиром Путиным в ВИП-ложах стадиона.",9,100,in progress,high,28
285,"Лидер Радикальной партии в Верховной Раде Украины Олег Ляшко, комментируя решение Европейского суда по правам человека, обязавшего Киев снять мораторий на продажу земли, пообещал сжечь украинский парламент. ЕСПЧ обязал Украину отменить мораторий на продажу земли 22 мая.",21,8,success,medium,25
286,"Вновь избранный президент Венесуэлы Николас Мадуро объявил персоной нон грата временного поверенного в делах США Тодда Робинсона. Дипломата подозревают в подготовке заговора против правительства, ему предписано покинуть латиноамериканскую страну в течение 48 часов.",15,45,success,high,16
287,"Шведскую звезду YouTube Симону Герц, прославившуюся необычными изобретениями, прооперировали врачи. Еще в конце апреля девушка сообщила подписчикам о недуге. Оказалось, что у нее в мозге обнаружили доброкачественную опухоль размером с мяч для гольфа. Блогер даже дала ей имя, назвав новообразование Брайаном.",13,42,success,low,31
288,"Премьер-министр Грузии Георгий Квирикашвили лично пришел на акцию протеста около здания парламента в Тбилиси, но был освистан. Как сообщает «Sputnik Грузия», митингующие начали скандировать «Уходи!» и закидали политика пластиковыми бутылками.",21,86,in progress,medium,4
289,"Юлия Скрипаль, отравленная вместе с отцом, бывшим полковником ГРУ Сергеем Скрипалем, в британском Солсбери в интервью агентству Reuters рассказала о последствиях яда. «Тот факт, что было применено нервно-паралитическое вещество, шокирует (...) Вся моя жизнь была перевернута с ног на голову», — пояснила женщина.",15,192,success,medium,16
290,"В британском городе Истли осудили мужчину в лифчике, который сидел в ванне с картофелем. Сотрудники гостиницы почувствовали запах конопли из его номера и вызвали полицию. Как выяснилось, он приехал в родной город с парой друзей. Они планировали провести там один вечер, но увлеклись и пять дней употребляли наркотики.",10,91,success,high,35
291,"Экстремально низкий полет Lockheed C-130 Hercules попал на видео. В ролике, снятом, предположительно, на Аравийском полуострове в середине мая 2018 года, заметно, как военный транспортный самолет Королевских военно-воздушных сил Саудовской Аравии пролетает практически над головой находящегося на земле человека.",17,83,success,medium,31
292,"Нападающий мадридского «Реала» Криштиану Роналду обратился к главному тренеру команды Зинедину Зидану после того, как тот объявил об уходе из клуба. «Я горжусь, что был твоим игроком. Мистер, большое вам спасибо», — написал форвард. Зидан покинул команду 31 мая, заявив, что «Реалу» нужны перемены.",9,107,in progress,high,26
293,"Европейский суд по правам человека (ЕСПЧ) присудил выплатить 1,95 миллиарда евро по искам граждан России против государства за последние 20 лет. Чаще всего Россия нарушала право граждан на справедливый суд, статью о запрете пыток и бесчеловечного отношения и право на свободу и личную неприкосновенность.",5,87,in progress,high,32
294,"Юлия Скрипаль, отравленная вместе с отцом, бывшим полковником ГРУ, в британском Солсбери в интервью агенству Reuters рассказала, что выздоровление было долгим и тяжелом. «Нам так повезло, что мы оба пережили это покушение. В долгосрочной перспективе я надеюсь вернуться домой, в мою страну», — пояснила она.",15,159,failed,medium,8
295,"Шотландская писательница Элизабет Мэй запустила в сети тред, где девушки могли поделиться историями о назойливых и пугающих приставаниях мужчин. Флешмоб собрал несколько тысяч печальных рассказов. Чаще всего девушки делились историями о том, как мужчины принимали их дружелюбие за романтический интерес.",13,201,in progress,high,23
296,"Борис Герман, подозреваемый в организации покушения на Аркадия Бабченко, рассказал в суде, что участвовал в секретной операции контрразведки. Он осознавал, что «исполнитель» будет сотрудничать со Службой безопасности Украины, а убийство российского журналиста будет инсценировано.",13,92,success,high,36
297,"Атомный подводный крейсер «Юрий Долгорукий» произвел успешный залповый пуск четырех баллистических ракет «Булава» из акватории Белого моря, сообщает «Интерфакс» со ссылкой на пресс-службу Северного флота России. «Стрельба была выполнена из подводного положения. Задачи пуска выполнены», — подчеркнули в пресс-службе.",17,174,failed,high,1
298,"Российский концерн «Калашников» выложил на YouTube видео, в котором эксперты демонстрируют применение в различных тактических сценариях пистолета-пулемета «Витязь», пистолета Ярыгина, а также ночного оборудования и экипировки, произведенных компанией «Группа 99».",17,39,failed,low,21
299,"Лидер группы «Ленинград» Сергей Шнуров опубликовал в Instagram стихотворение, в котором рассказал о причинах своего развода с супругой Матильдой. Среди прочего, он указал на множество женщин вокруг него и отметил невозможность «завязать узлом» свой шнур.",8,190,in progress,high,38
300,"Взорвавшаяся в пассажирском автобусе в городе Дебальцево граната находилась в рюкзаке одного из школьников. Представители Донецкой народной республики отметили, что подростки ехали домой из школы. В результате взрыва погиб 14-летний подросток, в чьей сумке и лежала граната.",21,23,success,high,29
301,"Выход России на траекторию устойчивого роста и попадание в список ведущих экономик планеты поставлены под сомнение — Международный валютный фонд (МВФ) прогнозирует, что российская экономика не сможет резко нарастить рост в ближайшие годы. Более того, Россия уступает по уровню роста ВВП развивающимся странам.",14,10,success,high,4
302,"Американский актер и музыкант Джонни Депп попал в небольшое ДТП в центре Санкт-Петербурга. Автомобиль с артистом выезжал с подземной парковки отеля Four Seasons на Вознесенском проспекте, не вписался в поворот и ударился о стену. Машина получила минимальные повреждения.",8,102,success,high,28
303,"Банк России обдумает предложение одного из депутатов Госдумы законодательно запретить кредитным учреждениям использовать знаменитостей в рекламе собственных услуг. Такую рекламу, в частности, выпускали «Траст» и «Советский», которые привлекали к съемкам актеров Брюса Уиллиса и Жерара Депардье.",14,80,success,low,27
304,"Бразильская студентка стала первой женщиной в мире, которой вживили новые половые органы, изготовленные из рыбьей кожи. 23-летняя Жусилен Мариньо из бразильского города Лаврас-да-Мангабейра родилась без матки и шейки матки. Подобная врожденная патология встречается у 0,02 процента новорожденных.",10,116,in progress,low,9
305,"В Государственную Думу внесли законопроект о запрете содержания опасных животных в домах и квартирах, а также о регистрации потенциально опасных питомцев. Авторы инициативы хотят создать перечни животных, запрещенных к содержанию и потенциально опасных собак.",5,187,success,high,11
306,"Латвия и концерн «Газпром» ведут переговоры о выкупе принадлежащей российской компании доли местного газового оператора Conexus Baltic Grid. Соглашение пока не достигнуто. «Газпром» должен был продать принадлежащие ему акции Conexus, но не сделал этого, поэтому по-прежнему остается акционером латвийской компании.",14,166,success,low,11
307,"Украинская полиция объявила, что около 30 из 52 украинских профессиональных футбольных клубов участвовали в договорных матчах. «В состав ОПГ входили президенты клубов, бывшие и действующие игроки, арбитры, тренеры, околофутбольные коммерческие структуры», — заявил глава МВД Украины Арсен Аваков.",9,34,success,low,10
308,"Информатор WADA Григорий Родченков рассказал, что один из игроков, входящих в расширенный список кандидатов в сборную России на чемпионат мира 2018 года, был частью допинговой программы. «Я руководил всем процессом допинг-контроля. <...> Из нынешнего состава сборной я узнаю только одно имя», — заявил Родченков.",9,100,failed,high,17
309,"Бойцы 1-го Феодосийского отдельного батальона морской пехоты Украины выступили против смены цвета берета на цвет морской волны, объявленной президентом страны Петром Порошенко. Морпехи вышли на плац и выстроились перед президентом страны и руководством украинской армии в черных беретах.",21,125,in progress,high,21
310,"В Минкомсвязи отреагировали на многочисленные обращения пользователей интернета, просивших оценить правомерность действий Роскомнадзора для блокировки мессенджера Telegram. В министерстве считают, что регулятор действует в полном соответствии с законом, исполняя  вступившее в законную силу судебное решение.",14,152,success,low,7
311,"Глава Минэкономразвития России Максим Орешкин заявил на министерской встрече Всемирной торговой организации, что политикой протекционизма США стреляют себе же в ногу, попутно нанося вред всей мировой экономике. По его словам, при текущей торговой политике США рост экономики страны будет замедляться.",14,218,success,high,13
312,"После того, как якобы убитый Аркадий Бабченко появился на украинской пресс-конференции, все крупнейшие британские газеты и таблоиды опубликовали его фото на первой полосе. Сам Бабченко крайне негативно отреагировал на материалы СМИ. Он обматерил журналистов и попросил у них британский паспорт.",13,162,success,medium,7
313,"Посреди рабочего дня в городской поликлинике №3 в Екатеринбурге обрушился потолок. Потолочными плитами и перекрытиями был покрыт весь пол коридора. Никто не пострадал. В местном горздраве сообщили, что через месяц в учреждении должен начаться ремонт и потолочные плиты просто «чуть-чуть не додержались».",5,187,in progress,high,35
314,"Матери шестерых детей из подмосковного Королева Марине Дядюн вернули награду, которую она потеряла во время шествия «Бессмертного полка» 9 мая. По словам женщины, в этом году она вместе с семьей решила принять участие в акции на Красной площади и в первый раз надела свой орден «Материнская слава».",5,197,success,high,23
315,На первом этаже петербургского отеля «Астория» открылась инсталляция украинского художника Aljoscha. Выставка «Человечество может и должно перестроить деятельность мозга с целью обретения полноценного и всеобъемлющего счастья» стала совместным проектом гостиницы «Астория» и галереи Anna Nova.,11,129,success,low,16
316,"Американская компания Cisco Systems предупредила пользователей об активном распространении вредоносного программного обеспечения VPNFilter. Вирус заразил уже 500 тысяч компьютеров как минимум в 54 странах, в том числе ключевую инфраструктуру Украины. СБУ считает, что это связано с финалом Лиги чемпионов.",13,131,success,high,33
317,"Председатель Союза чеченской молодежи Рустам Тапаев выразил сожаление из-за грядущего прекращения производства автомобиля Lada Priora. «Соотношение цены и качества было достаточно интересным для покупателя. Еще один большой плюс этих автомобилей заключался в том, что ремонтное обслуживание у него легкое», — сказал он.",5,78,success,medium,24
318,"МИД Украины уволило консула в Гамбурге Василия Марущинца за нарушение принципов дипломатической деятельности и госслужбы. Его дело передадут в правоохранительные органы для дальнейшего разбирательства. Дипломата обвиняют в антисемитизме, разжигании межнациональной розни и в восхвалении идей Адольфа Гитлера.",21,105,failed,high,28
319,"Окружной суд американского штата Юта приговорил к пожизненному заключению члена секты многоженцев за сексуальное насилие над детьми. Сэм Шэффер признан виновным в одном эпизоде изнасилования и одном эпизоде сексуального насилия над ребенком. «Вы приговариваетесь не за ваши религиозные убеждения», — пояснил судья.",15,40,in progress,high,37
320,"Петербургское заксобрание утвердило в третьем чтении закон об ограничении продажи алкоголя во время чемпионата мира по футболу 2018 года. Законопроект вводит полный запрет на розничную продажу алкоголя, кроме услуг организаций общественного питания, накануне и в дни проведения матчей чемпионата.",9,100,in progress,low,25
321,"Сервис бронирования путешествий Rome to Rio назвал самую дорогую и самую дешевую авиакомпании в мире. Дешевле всего оказался австралийский лоукостер Tiger Air, который совершает только внутренние перелеты. Таким образом, стоимость одного километра у авиакомпании составила 3,4 рубля.",11,129,in progress,high,5
322,"Жительница бразильского города Касерес попросила нарисовать на своем лице такую же огромную родинку, как у ее сына. «Кое-кто глядел на меня с множеством разных выражений, но я была совершенно спокойна, потому что чувствовала себя матерью, которая гордится своим ребенком больше всех на свете», — утверждает она.",10,55,failed,high,38
323,"Жительница Австралии, 24-летняя Лиза Дженкинз, вместо обычной собаки завела двух диких собак динго. Несмотря на то, что ее питомцы представляют потенциальную угрозу, женщина не хочет с ними расставаться. «Чоппа и Тор — это вся моя жизнь, — объясняет она. — Они верны нам и любят нас безусловно».",10,106,success,low,17
324,"Вооруженные силы Украины впервые испытали американские противотанковые ракетные комплексы Javelin. «Наконец этот день настал! Впервые в Украине состоялись испытания комплекса Javelin», — написал президент Украины Петр Порошенко. По его словам, благодаря Javelin боевые возможности ВСУ значительно возросли.",21,141,success,low,18
325,"Дипломатическая миссия США в Китае рассказала о том, что их сотрудник в этой стране испытывал «аномальные ощущения звука и давления». Он пояснил, что они «тонкие и смутные». Дипломаты разработали специальную инструкцию для тех, кто испытает схожие симптомы. Так, советуется переместиться туда, где таких звуков нет.",15,45,success,medium,25
326,"Средняя стоимость авиабилетов с вылетом в течение июня — августа 2018 года выросла на 15 процентов, самые дешевые тарифы предлагает лоукостер «Победа». По данным OneTwoTrip, средняя цена билетов на всех направлениях с вылетом из городов России составила 20 313 рублей.",14,186,success,high,23
327,"«Роснано» направило в правительство и Центробанк предложения об использовании пенсионных средств для инвестиций в наноиндустрию, заявил глава компании Анатолий Чубайс. По его мнению, сейчас, когда первый вице-премьер Антон Силуанов говорит о новом подходе к накопительным счетам, стоит «снова поставить этот вопрос».",14,10,failed,low,14
328,"В китайском городе Ханчжоу, провинция Чжэцзян, группа водителей службы доставки помогла поймать мальчика, который вывалился из окна на пятом этаже многоэтажного дома. Они поняли, что мальчик вот-вот сорвется, схватили простыню, которая сушилась на веревке, и растянули ее под ним.",10,91,in progress,low,13
329,"Нападающий сборной России Артем Дзюба прокомментировал призывы британского фаната к третьей мировой войне на чемпионате мира в России. «Думаю, этот человек не приедет сюда. Это крик с дивана. (...) А если захотят грубости, то в нашей стране умеют преподать урок», — сказал футболист.",9,27,success,low,18
330,"Сквер перед зданием российского посольства в Вильнюсе назван именем убитого в Москве российского политика Бориса Немцова. Соответствующее решение принял городской совет Вильнюса. Инициативу поддержали 32 члена горсовета, один выступил против, еще один воздержался. Решение вступит в силу 24 мая.",21,125,success,high,29
331,"Ученые Калифорнийского университета в Санта-Крузе (США) выявили три гена NOTCH2NL, которые встречаются только у человека и играют решающую роль в развитии коры больших полушарий головного мозга. Они появились благодаря удвоению специфических участков ДНК у общего предка Homo sapiens и горилл.",17,75,success,low,9
332,"Жительница Апатитов 25-летняя Дарья Старикова, которая в июне прошлого года пожаловалась президенту Владимиру Путину на некачественную медицину, умерла от рака. Девушка скончалась в одной из московских клиник. В конце декабря Старикову прооперировали. Сообщалось, что ее опухоль полностью удалена и пациентке лучше.",5,187,success,low,15
333,"Специалист по кибербезопасности обнаружил в своем электронном ящике фишинговое письмо. В одном из его разделов содержался список имен, с которыми адресату не следует контактировать — они названы мошенниками. Перечень из нескольких имен приведен в качестве «доказательства» чистоты намерений преступников.",13,201,in progress,medium,14
334,Министерство здравоохранения России предложило перестать уголовно преследовать врачей и фармацевтов за неправильное обращение с наркотиками. Законопроект вносит изменения в статью 228.2 УК России («Нарушение правил оборота наркотических средств или психотропных веществ»).,5,22,success,medium,12
335,"Во Владикавказе водителя скорой помощи Алана Гагиева уволили вскоре после того, как он организовал митинг из-за сокращения зарплат. Официальная причина увольнения — опоздание на вызов. Экономить на сотрудниках руководство больницы начало в начале года. За эти месяцы оклады работников сократились на треть.",5,108,success,medium,16
336,"Сбербанк намерен продолжить сочетать обслуживание клиентов онлайн и офлайн, не отказываясь полностью от отделений, потому что «очереди в банке — это великая ценность». Такое мнение высказал первый зампред правления госбанка Максим Полетаев, который отмечает необходимость баланса.",14,186,success,high,26
337,"Глава Сбербанка счел «безответственностью или сознательной провокацией» критический отчет Sberbank CIB о «Газпроме» и его подрядчиках. Документ, по его мнению, вышел с нарушениями внутренних регламентов компании. Герман Греф отметил, что организация решила уволить автора документа, и заявил о его непрофессионализме.",14,186,success,high,4
338,"Украинский активист Алексей Цымбалюк написал в Facebook, что должен был быть исполнителем убийства российского журналиста Аркадия Бабченко. По его словам, он не намерен скрываться, поскольку «обнародована запись получения им аванса за убийство человека без изменения голоса».",13,95,success,high,21
339,"Поклонники высмеяли американскую топ-модель Кендалл Дженнер за заметно отредактированный живот на фотографии, опубликованной в ее Instagram-аккаунте в среду, 23 мая. Подписчики заметили, что стена, находящаяся на уровне живота девушки, изогнута, и начали язвить по этому поводу в комментариях.",19,137,in progress,medium,6
340,"Китайские ученые выяснили, что употребление одного яйца в день значительно снижает риск сердечно-сосудистых заболеваний и преждевременной смерти. К такому выводу исследователи пришли на основе результатов долговременного исследования с участием нескольких сотен добровольцев.",17,39,in progress,medium,26
341,"Фигуристка Евгения Медведева поделилась подробностями отъезда из России. «Я меняю место тренировок, чтобы продолжать соревноваться за Россию, представлять Российскую Федерацию, только с этой целью. У меня никогда не было такого: вот это место — мой единственный дом. Мой дом там, где мои близкие люди», — рассказала она.",9,100,success,low,5
342,"Как минимум 1,5 миллиона паспортов россиян могут ошибочно считаться недействительными в базе данных ЕИАС «Российский паспорт» из-за технического сбоя. По данным прессы, из-за ошибки граждане сталкиваются с разными проблемами, в том числе с отказом в предоставлении банковских услуг.",18,48,in progress,medium,39
343,"Автор видео с раздачей в грязном дворе сухого пайка полицейским в Волгограде будет уволен из органов, остальных участников ролика будут воспитывать дисциплиной. На кадрах показано, как на улице сотрудникам МВД выдают пакеты с едой, которая была ледяной и несъедобной. Один из собравшихся выкинул обед, другие матерились.",5,134,in progress,low,4
344,"В Великом Новгороде следователи проверяют информацию о 72-летнем пациенте, который был госпитализирован с подозрением на инсульт и три дня просидел на чердаке больницы. Его нашел сантехник, когда в платном отделении пропало отопление. Пенсионер был истощен, в ссадинах и одной тапке.",5,188,in progress,low,19
